word,level,transcription,russian
inşa,B2,инша,"план; дизайн; смесь"
iyimser,B2,ийимсер,"быстрый; бодрый"
izlenim,B2,изленим,"отпечаток; впечатление"
içten içe,B2,ичтен иче,"(нет перевода)"
iş güç sahibi,B2,иш гюч сахиби,"(нет перевода)"
işaret,B2,ишарет,"вывеска; знак"
kabiliyet,B2,кабилийет,"возможность; способность; одарённость"
kabin,B2,кабин,"ячейка; кабина"
kafasına esmek,B2,кафасына эсмек,"(нет перевода)"
kalori,B2,калори,"калория"
kalıtsal özellik,B2,калытсал ёзеллик,"(нет перевода)"
kanal,B2,канал,"канал; фарватер"
kandırmak,B2,кандырмак,"каузатив; каузативный залог"
kanser,B2,кансер,"рак; Рак"
kapasite,B2,капасите,"ёмкость; вместимость; конденсатор"
kaplamak,B2,капламак,"-ать; -еть; синоним"
kapsamak,B2,капсамак,"-ать; -еть"
kaptan,B2,каптан,"капитан"
karagöz,B2,карагёз,"(нет перевода)"
karakter,B2,карактер,"персонаж; герой"
karamsar,B2,карамсар,"пессимист; пессимистка"
kararlılık,B2,карарлылык,"(нет перевода)"
kararsız,B2,карарсыз,"не; а не; неустойчивый"
karavan,B2,караван,"автодача; автодом"
karmaşa,B2,кармаша,"хаос; беспорядок"
karşıtlık,B2,каршытлык,"противодействие; противостояние"
katkı vermek,B2,каткы вермек,"(нет перевода)"
kavram,B2,каврам,"концепция; понятие; мнение"
kaya,B2,кайа,"громадный; здоровенный; (горная) порода"
kayık,B2,кайык,"лодка; бот"
keman,B2,кеман,"скрипка"
kemik erimesi,B2,кемик эримеси,"(нет перевода)"
kendisini göstermek,B2,кендисини гёстермек,"(нет перевода)"
kent,B2,кент,"Сити; город; град"
kese,B2,кесе,"куль; грабёж; мешок"
keselemek,B2,кеселемек,"(нет перевода)"
kesik,B2,кесик,"короткий; низкий; нестабильный"
kifayetsiz,B2,кифайетсиз,"недостаточный; невменяемый; некомпетентный"
kiler,B2,килер,"кладовка; кладовая"
kilise,B2,килисе,"костёл; церковь"
kirlenmek,B2,кирленмек,"-ать; -еть"
kombine etmek,B2,комбине этмек,"(нет перевода)"
konukseverlik,B2,конуксеверлик,"гостеприимство; радушие"
kova,B2,кова,"ведро; ведёрко; водолей"
kozmetik,B2,козметик,"(нет перевода)"
kriket,B2,крикет,"сверчок; крикет"
kronoloji,B2,кроноложи,"(нет перевода)"
kronolojik,B2,кроноложик,"(нет перевода)"
kullanıcı,B2,кулланыджы,"наркоман; наркоманка"
kumaş,B2,кумаш,"ткань; материя; здание"
kundaklamak,B2,кундакламак,"(нет перевода)"
kurban,B2,курбан,"жертва; пострадавший; пожертвование"
kurt,B2,курт,"червь; глист; личинка"
kurtarıcı,B2,куртарыджы,"избавитель; избавительница; экономия"
kuru temizleme,B2,куру темизлеме,"неформальный; непринуждённый"
kurucu,B2,куруджу,"основатель; основательница"
kurşun,B2,куршун,"свинцовый; вестись; водиться"
köftehor,B2,кёфтехор,"(нет перевода)"
küllük,B2,кюллюк,"пепельница"
kültür birikimi,B2,кюлтюр бирикими,"(нет перевода)"
küresel ısınma,B2,кюресел ысынма,"глобальное потепление; всемирный; глобальный"
küreselleşmek,B2,кюреселлешмек,"-ать; -еть"
kürk,B2,кюрк,"мех; шерсть; шуба"
kılık kıyafet,B2,кылык кыйафет,"облачение; одежда"
kırkayak,B2,кыркайак,"сороконожка"
kırışık,B2,кырышык,"сморщенный; смятый"
kırışıklık,B2,кырышыклык,"складка; морщина"
kısa yol,B2,кыса йол,"(нет перевода)"
kıskançlık,B2,кысканчлык,"зависть; ревность; состояние"
kısıtlı,B2,кысытлы,"(нет перевода)"
kıvrak zekâ,B2,кыврак зека,"(нет перевода)"
kıyafet denemek,B2,кыйафет денемек,"(нет перевода)"
laboratuvar,B2,лаборатувар,"лаборатория"
leğen,B2,лейен,"таз; умывальник"
logo,B2,лого,"лого; логотип"
maden,B2,маден,"шахта; рудник; минерал"
maske,B2,маске,"маска; личина"
masraf yapmak,B2,масраф йапмак,"(нет перевода)"
masum,B2,масум,"невинный; безвинный"
mat,B2,мат,"(нет перевода)"
matador,B2,матадор,"(нет перевода)"
matem,B2,матем,"синоним"
materyal,B2,матерйал,"материальный; важный"
maymun olmak,B2,маймун олмак,"(нет перевода)"
mekanik,B2,меканик,"механика; машиностроение; механик"
meraktan çatlamak,B2,мерактан чатламак,"(нет перевода)"
mermer,B2,мермер,"мрамор; марбл"
meşhur,B2,мешхур,"известный; знаменитый; небезызвестный"
mikrofon,B2,микрофон,"микрофон"
misket,B2,мискет,"картечь; мрамор; марбл"
mobil,B2,мобил,"(нет перевода)"
moda,B2,мода,"мода; способ; тенденция"
mokasen,B2,мокасен,"мокасин"
motor,B2,мотор,"мотор; двигатель; автомобильный"
motosiklet,B2,мотосиклет,"мотоцикл"
mucize,B2,муджизе,"чудо; диво"
muhterem,B2,мухтерем,"(нет перевода)"
mumya,B2,мумйа,"мама; мамочка; крохотный"
mutasavvıf,B2,мутасаввыф,"суфий"
mîllî,B2,милли,"(нет перевода)"
mücadele,B2,мюджаделе,"конфликт; столкновение; сложная задача"
mühür,B2,мюхюр,"тюлень; печать"
mülâkat,B2,мюлакат,"(нет перевода)"
mütevazı,B2,мютевазы,"скромный; кроткий"
müthiş,B2,мютхиш,"страшный; потрясающий"
mısra,B2,мысра,"линия; прямая"
nabız,B2,набыз,"пульс; импульс"
nakliye,B2,наклийе,"перевозка; переправка; доставка"
nüfuz etmek,B2,нюфуз этмек,"(нет перевода)"
obje,B2,обже,"объект; вещь"
odaklamak,B2,одакламак,"(нет перевода)"
oduncu,B2,одунджу,"вальщик леса; дровосек"
okey,B2,окей,"ладно; окей"
okkalı,B2,оккалы,"(нет перевода)"
okuryazar,B2,окурйазар,"грамотный; начитанный"
okşamak,B2,окшамак,"-ать; -еть; синоним"
olasılık,B2,оласылык,"возможность; правдоподобие; вероятность"
olağanüstü,B2,олаанюстю,"экстраординарный; чрезвычайный; сверхъестественный"
omurilik,B2,омурилик,"(нет перевода)"
onur,B2,онур,"(нет перевода)"
otogar,B2,отогар,"автобус; шина"
otorite,B2,оторите,"власть; власти"
oyalamak,B2,ойаламак,"-ать; -еть"
palet,B2,палет,"палитра; ласт; плавник"
panayır,B2,панайыр,"красивый; прекрасный"
panik,B2,паник,"паника; паниковать; панический"
panço,B2,панчо,"(нет перевода)"
parlak fikir,B2,парлак фикир,"(нет перевода)"
patent,B2,патент,"(нет перевода)"
pazarlamak,B2,пазарламак,"-ать; -еть"
paça,B2,пача,"кайма; край"
pekiştirmek,B2,пекиштирмек,"-ать; -еть"
pergel,B2,пергел,"пара; чета"
peri bacası,B2,пери баджасы,"(нет перевода)"
pişman,B2,пишман,"жалеющий; кающийся"
porselen,B2,порселен,"фарфор"
psikoloji,B2,псиколожи,"психология; психика"
puantiye,B2,пуантийе,"пунктирный; точечный"
pudra,B2,пудра,"лицо; лик"
pürüzsüz,B2,пюрюзсюз,"гладкий; плавный"
